config_id,cycles,diffusion_time,coarse_factor,trajectory_samples,mean_absolute_winding,mean_winding_error_from_fine,maximum_winding_error_from_fine,mean_direction_sphere_path_length,mean_direction_path_length_loss,maximum_direction_path_length_loss
n3_k0.5_b0.75_s1.25_rho1,3,1.0,8,49,0.0825161337852478,1.392133186506328e-09,4.470348358154297e-08,0.6238676309585571,0.003428037278354168,0.0107155442237854
n3_k0.5_b1.25_s0.75_rho0,3,0.0,1,385,0.21475310623645782,0.0,0.0,1.8312816619873047,0.0,0.0
n3_k0.5_b1.25_s0.75_rho0,3,0.0,2,193,0.21475310623645782,9.781126131258588e-09,1.7881393432617188e-07,1.8297028541564941,0.0025485309306532145,0.012449115514755249
n3_k0.5_b1.25_s0.75_rho0,3,0.0,4,97,0.21475310623645782,9.940077205783382e-09,1.1920928955078125e-07,1.8218004703521729,0.01043154951184988,0.025659561157226562
n3_k0.5_b1.25_s0.75_rho0,3,0.0,8,49,0.21475310623645782,9.054276439712794e-09,1.7881393432617188e-07,1.795065999031067,0.037078067660331726,0.09828996658325195
n3_k0.5_b1.25_s0.75_rho0.25,3,0.25,1,385,0.12170875072479248,0.0,0.0,1.1313092708587646,0.0,0.0
n3_k0.5_b1.25_s0.75_rho0.25,3,0.25,2,193,0.12170875072479248,3.457665709305502e-09,5.960464477539063e-08,1.1313375234603882,0.000944703642744571,0.003407001495361328
n3_k0.5_b1.25_s0.75_rho0.25,3,0.25,4,97,0.12170875072479248,4.270334308387191e-09,8.940696716308594e-08,1.1286102533340454,0.003730996511876583,0.01066291332244873
n3_k0.5_b1.25_s0.75_rho0.25,3,0.25,8,49,0.12170875072479248,3.590591823865452e-09,8.940696716308594e-08,1.1210873126983643,0.011210943572223186,0.034299373626708984
n3_k0.5_b1.25_s0.75_rho1,3,1.0,1,385,0.036697398871183395,0.0,0.0,0.41846877336502075,0.0,0.0
n3_k0.5_b1.25_s0.75_rho1,3,1.0,2,193,0.036697398871183395,5.63047164447994e-10,1.4901161193847656e-08,0.4192407429218292,0.00046852900413796306,0.005046755075454712
n3_k0.5_b1.25_s0.75_rho1,3,1.0,4,97,0.036697398871183395,6.137923502791409e-10,1.4901161193847656e-08,0.4192475974559784,0.0005988113698549569,0.005546689033508301
n3_k0.5_b1.25_s0.75_rho1,3,1.0,8,49,0.036697398871183395,6.721865286607454e-10,1.1175870895385742e-08,0.41865992546081543,0.000917162629775703,0.006148397922515869
n3_k0.5_b1.25_s1.25_rho0,3,0.0,1,385,0.2658827006816864,0.0,0.0,1.6894099712371826,0.0,0.0
n3_k0.5_b1.25_s1.25_rho0,3,0.0,2,193,0.2658827006816864,9.964796987560476e-09,1.1920928955078125e-07,1.687121868133545,0.0027607183437794447,0.014822989702224731
n3_k0.5_b1.25_s1.25_rho0,3,0.0,4,97,0.2658827006816864,1.0564876973262471e-08,1.7881393432617188e-07,1.6798381805419922,0.010052825324237347,0.022348880767822266
n3_k0.5_b1.25_s1.25_rho0,3,0.0,8,49,0.2658827006816864,9.541112788724604e-09,1.7881393432617188e-07,1.6541776657104492,0.03568437695503235,0.0808558464050293
n3_k0.5_b1.25_s1.25_rho0.25,3,0.25,1,385,0.15533210337162018,0.0,0.0,1.0217061042785645,0.0,0.0
n3_k0.5_b1.25_s1.25_rho0.25,3,0.25,2,193,0.15533210337162018,4.336470738053322e-09,5.960464477539063e-08,1.0212693214416504,0.0012162948260083795,0.008817702531814575
n3_k0.5_b1.25_s1.25_rho0.25,3,0.25,4,97,0.15533210337162018,4.1354493163225925e-09,8.940696716308594e-08,1.0185935497283936,0.003628107951954007,0.014051079750061035
n3_k0.5_b1.25_s1.25_rho0.25,3,0.25,8,49,0.15533210337162018,5.272364322905787e-09,8.940696716308594e-08,1.0112603902816772,0.010748079977929592,0.025443434715270996
n3_k0.5_b1.25_s1.25_rho1,3,1.0,1,385,0.050599247217178345,0.0,0.0,0.37529101967811584,0.0,0.0
n3_k0.5_b1.25_s1.25_rho1,3,1.0,2,193,0.050599247217178345,9.96573046307958e-10,1.4901161193847656e-08,0.3757050633430481,0.0007940236246213317,0.007530868053436279
n3_k0.5_b1.25_s1.25_rho1,3,1.0,4,97,0.050599247217178345,7.47604644857347e-10,2.2351741790771484e-08,0.3755316734313965,0.0010167030850425363,0.007903993129730225
n3_k0.5_b1.25_s1.25_rho1,3,1.0,8,49,0.050599247217178345,9.7819652378206e-10,2.2351741790771484e-08,0.37465423345565796,0.00162951007951051,0.010255694389343262
n3_k1_b0.75_s0.75_rho0,3,0.0,1,385,0.3569081723690033,0.0,0.0,7.152553081512451,0.0,0.0
n3_k1_b0.75_s0.75_rho0,3,0.0,2,193,0.3569081425666809,2.154877520865739e-08,2.384185791015625e-07,7.137849807739258,0.015008090995252132,0.04844093322753906
n3_k1_b0.75_s0.75_rho0,3,0.0,4,97,0.3569081425666809,2.1313331544092762e-08,2.384185791015625e-07,7.079134941101074,0.07366017252206802,0.2434234619140625
n3_k1_b0.75_s0.75_rho0,3,0.0,8,49,0.3569081425666809,2.6555380117088134e-08,2.384185791015625e-07,6.851848125457764,0.300929456949234,0.9949951171875
n3_k1_b0.75_s0.75_rho0.25,3,0.25,1,385,0.32286643981933594,0.0,0.0,4.097202777862549,0.0,0.0
n3_k1_b0.75_s0.75_rho0.25,3,0.25,2,193,0.32286643981933594,1.5072705750185378e-08,2.384185791015625e-07,4.0923638343811035,0.004960742313414812,0.00927877426147461
n3_k1_b0.75_s0.75_rho0.25,3,0.25,4,97,0.32286643981933594,1.7061234203197273e-08,2.384185791015625e-07,4.073442459106445,0.023835035040974617,0.04570150375366211
n3_k1_b0.75_s0.75_rho0.25,3,0.25,8,49,0.32286643981933594,1.5645360562643873e-08,2.086162567138672e-07,4.004067420959473,0.09319795668125153,0.18529319763183594
n3_k1_b0.75_s0.75_rho1,3,1.0,1,385,0.11606433242559433,0.0,0.0,1.4145768880844116,0.0,0.0
n3_k1_b0.75_s0.75_rho1,3,1.0,2,193,0.11606433242559433,1.5372793038537225e-09,5.960464477539063e-08,1.4138269424438477,0.0008541458519175649,0.0026856660842895508
n3_k1_b0.75_s0.75_rho1,3,1.0,4,97,0.11606433242559433,2.373827800994377e-09,8.940696716308594e-08,1.4110201597213745,0.003566564992070198,0.006933450698852539
n3_k1_b0.75_s0.75_rho1,3,1.0,8,49,0.11606433242559433,2.2339055050224488e-09,5.960464477539063e-08,1.4031460285186768,0.011430831626057625,0.022818326950073242
n3_k1_b0.75_s1.25_rho0,3,0.0,1,385,0.5851283073425293,0.0,0.0,6.4419732093811035,0.0,0.0
n3_k1_b0.75_s1.25_rho0,3,0.0,2,193,0.5851283073425293,3.228734257731958e-08,4.76837158203125e-07,6.428144931793213,0.013918504118919373,0.04073333740234375
n3_k1_b0.75_s1.25_rho0,3,0.0,4,97,0.5851283073425293,3.050230645840202e-08,4.76837158203125e-07,6.374567985534668,0.06746745109558105,0.20237255096435547
n3_k1_b0.75_s1.25_rho0,3,0.0,8,49,0.5851283073425293,3.7800653274189244e-08,4.76837158203125e-07,6.168225288391113,0.27379798889160156,0.840031623840332
n3_k1_b0.75_s1.25_rho0.25,3,0.25,1,385,0.43679624795913696,0.0,0.0,3.60721755027771,0.0,0.0
n3_k1_b0.75_s1.25_rho0.25,3,0.25,2,193,0.43679624795913696,2.2521888354276598e-08,2.384185791015625e-07,3.6029093265533447,0.004424437414854765,0.00856637954711914
n3_k1_b0.75_s1.25_rho0.25,3,0.25,4,97,0.43679624795913696,2.1115948101169124e-08,2.384185791015625e-07,3.5858566761016846,0.021413080394268036,0.038565635681152344
n3_k1_b0.75_s1.25_rho0.25,3,0.25,8,49,0.43679624795913696,2.5787485924411158e-08,2.384185791015625e-07,3.523040533065796,0.0842035710811615,0.15661334991455078
n3_k1_b0.75_s1.25_rho1,3,1.0,1,385,0.15655368566513062,0.0,0.0,1.250908374786377,0.0,0.0
n3_k1_b0.75_s1.25_rho1,3,1.0,2,193,0.15655368566513062,5.068170771949099e-09,8.940696716308594e-08,1.2504081726074219,0.000730172439943999,0.0029735565185546875
n3_k1_b0.75_s1.25_rho1,3,1.0,4,97,0.15655368566513062,5.119102475248383e-09,1.1920928955078125e-07,1.247787356376648,0.0031871802639216185,0.00734710693359375
n3_k1_b0.75_s1.25_rho1,3,1.0,8,49,0.1565537005662918,4.778252016279794e-09,8.940696716308594e-08,1.2399564981460571,0.010951993055641651,0.023169875144958496
n3_k1_b1.25_s0.75_rho0,3,0.0,1,385,0.28146040439605713,0.0,0.0,4.01394510269165,0.0,0.0
n3_k1_b1.25_s0.75_rho0,3,0.0,2,193,0.28146040439605713,1.3581788138594675e-08,1.7881393432617188e-07,4.007662773132324,0.006744125857949257,0.01843547821044922
n3_k1_b1.25_s0.75_rho0,3,0.0,4,97,0.28146040439605713,1.362208568167489e-08,1.7881393432617188e-07,3.982759952545166,0.0316486582159996,0.09181594848632812
n3_k1_b1.25_s0.75_rho0,3,0.0,8,49,0.2814604341983795,1.5423538002323767e-08,2.384185791015625e-07,3.8900678157806396,0.12424182146787643,0.37163448333740234
n3_k1_b1.25_s0.75_rho0.25,3,0.25,1,385,0.23160026967525482,0.0,0.0,2.348637819290161,0.0,0.0
n3_k1_b1.25_s0.75_rho0.25,3,0.25,2,193,0.23160025477409363,1.1386547704717032e-08,1.7881393432617188e-07,2.346675395965576,0.002340929349884391,0.004637479782104492
n3_k1_b1.25_s0.75_rho0.25,3,0.25,4,97,0.2316002994775772,9.125169952994838e-09,1.7881393432617188e-07,2.338095188140869,0.010845480486750603,0.021888256072998047
n3_k1_b1.25_s0.75_rho0.25,3,0.25,8,49,0.2316002994775772,1.0130465355473461e-08,1.1920928955078125e-07,2.309211254119873,0.03970221430063248,0.08331179618835449
n3_k1_b1.25_s0.75_rho1,3,1.0,1,385,0.07179470360279083,0.0,0.0,0.8428486585617065,0.0,0.0
n3_k1_b1.25_s0.75_rho1,3,1.0,2,193,0.07179470360279083,1.128519722115584e-09,2.9802322387695312e-08,0.8427911400794983,0.0005959893460385501,0.005246639251708984
n3_k1_b1.25_s0.75_rho1,3,1.0,4,97,0.07179470360279083,1.1165797175749503e-09,4.470348358154297e-08,0.841666042804718,0.0015154308639466763,0.005666255950927734
n3_k1_b1.25_s0.75_rho1,3,1.0,8,49,0.07179469615221024,1.7456701639773087e-09,2.9802322387695312e-08,0.8389696478843689,0.004005605820566416,0.011262655258178711
n3_k1_b1.25_s1.25_rho0,3,0.0,1,385,0.45506447553634644,0.0,0.0,3.618671178817749,0.0,0.0
n3_k1_b1.25_s1.25_rho0,3,0.0,2,193,0.45506447553634644,2.0860543514800156e-08,2.384185791015625e-07,3.6124651432037354,0.006366615649312735,0.015472888946533203
n3_k1_b1.25_s1.25_rho0,3,0.0,4,97,0.45506447553634644,2.00786107740214e-08,2.384185791015625e-07,3.589362621307373,0.02947038784623146,0.07315397262573242
n3_k1_b1.25_s1.25_rho0,3,0.0,8,49,0.45506447553634644,2.2400667987199085e-08,2.384185791015625e-07,3.5032684803009033,0.11554538458585739,0.28966712951660156
n3_k1_b1.25_s1.25_rho0.25,3,0.25,1,385,0.2951434850692749,0.0,0.0,2.1142947673797607,0.0,0.0
n3_k1_b1.25_s1.25_rho0.25,3,0.25,2,193,0.2951434850692749,9.881869544869915e-09,1.1920928955078125e-07,2.1120288372039795,0.0024553153198212385,0.006845414638519287
n3_k1_b1.25_s1.25_rho0.25,3,0.25,4,97,0.2951434850692749,1.4128790581935391e-08,1.7881393432617188e-07,2.1041078567504883,0.01027233898639679,0.01848912239074707
n3_k1_b1.25_s1.25_rho0.25,3,0.25,8,49,0.2951434850692749,1.362581691921605e-08,1.7881393432617188e-07,2.0767009258270264,0.037622611969709396,0.06749153137207031
n3_k1_b1.25_s1.25_rho1,3,1.0,1,385,0.0980742797255516,0.0,0.0,0.7525283694267273,0.0,0.0
n3_k1_b1.25_s1.25_rho1,3,1.0,2,193,0.0980742797255516,8.619211455673792e-10,1.4901161193847656e-08,0.7522429823875427,0.0006514897104352713,0.005602061748504639
n3_k1_b1.25_s1.25_rho1,3,1.0,4,97,0.0980742797255516,7.12764014476619e-10,1.4901161193847656e-08,0.7510312795639038,0.0017116592498496175,0.006726205348968506
n3_k1_b1.25_s1.25_rho1,3,1.0,8,49,0.0980742797255516,1.058838461354128e-09,2.9802322387695312e-08,0.748019278049469,0.004584178794175386,0.014256715774536133
n3_k1.5_b0.75_s0.75_rho0,3,0.0,1,385,0.5160371661186218,0.0,0.0,11.031558990478516,0.0,0.0
n3_k1.5_b0.75_s0.75_rho0,3,0.0,2,193,0.5160371661186218,3.936153092354289e-08,3.5762786865234375e-07,11.004345893859863,0.027408301830291748,0.1069183349609375
n3_k1.5_b0.75_s0.75_rho0,3,0.0,4,97,0.5160371661186218,3.4751980848568564e-08,2.384185791015625e-07,10.893330574035645,0.13840483129024506,0.5424766540527344
n3_k1.5_b0.75_s0.75_rho0,3,0.0,8,49,0.5160371661186218,3.860189323745544e-08,2.384185791015625e-07,10.433446884155273,0.5982650518417358,2.422740936279297
n3_k1.5_b0.75_s0.75_rho0.25,3,0.25,1,385,0.32546812295913696,0.0,0.0,6.331905841827393,0.0,0.0
n3_k1.5_b0.75_s0.75_rho0.25,3,0.25,2,193,0.3254680931568146,2.5906233602768225e-08,1.7881393432617188e-07,6.323012351989746,0.008921606466174126,0.019370079040527344
n3_k1.5_b0.75_s0.75_rho0.25,3,0.25,4,97,0.32546812295913696,2.25092016137296e-08,1.7881393432617188e-07,6.288182735443115,0.04374771937727928,0.095703125
n3_k1.5_b0.75_s0.75_rho0.25,3,0.25,8,49,0.3254680931568146,2.4225395023336205e-08,1.7881393432617188e-07,6.156245231628418,0.17567013204097748,0.3901081085205078
n3_k1.5_b0.75_s0.75_rho1,3,1.0,1,385,0.1635536104440689,0.0,0.0,2.1345691680908203,0.0,0.0
n3_k1.5_b0.75_s0.75_rho1,3,1.0,2,193,0.1635536104440689,6.2785918686358855e-09,1.1920928955078125e-07,2.1333167552948,0.0012834459776058793,0.002761244773864746
n3_k1.5_b0.75_s0.75_rho1,3,1.0,4,97,0.1635536104440689,5.8364375554731396e-09,8.940696716308594e-08,2.1283631324768066,0.006205753423273563,0.010674238204956055
n3_k1.5_b0.75_s0.75_rho1,3,1.0,8,49,0.1635536104440689,6.309934352799473e-09,8.940696716308594e-08,2.111891269683838,0.02267790399491787,0.04156184196472168
n3_k1.5_b0.75_s1.25_rho0,3,0.0,1,385,0.7458198070526123,0.0,0.0,9.748445510864258,0.0,0.0
n3_k1.5_b0.75_s1.25_rho0,3,0.0,2,193,0.7458198070526123,4.296695621519575e-08,4.76837158203125e-07,9.723862648010254,0.024636590853333473,0.10507774353027344
n3_k1.5_b0.75_s1.25_rho0,3,0.0,4,97,0.7458198070526123,4.296135713843796e-08,4.76837158203125e-07,9.62620735168457,0.12223989516496658,0.5355281829833984
n3_k1.5_b0.75_s1.25_rho0,3,0.0,8,49,0.7458198070526123,4.997053082433922e-08,7.152557373046875e-07,9.221071243286133,0.5273745059967041,2.425333023071289
n3_k1.5_b0.75_s1.25_rho0.25,3,0.25,1,385,0.5034914612770081,0.0,0.0,5.505151271820068,0.0,0.0
n3_k1.5_b0.75_s1.25_rho0.25,3,0.25,2,193,0.5034914612770081,2.0948041523638494e-08,2.384185791015625e-07,5.497373104095459,0.007805489934980869,0.016351699829101562
n3_k1.5_b0.75_s1.25_rho0.25,3,0.25,4,97,0.5034914612770081,2.6238222261554256e-08,2.384185791015625e-07,5.466586112976074,0.038565028458833694,0.0812826156616211
n3_k1.5_b0.75_s1.25_rho0.25,3,0.25,8,49,0.5034914612770081,2.418826916539274e-08,2.384185791015625e-07,5.349883079528809,0.15526774525642395,0.3296804428100586
n3_k1.5_b0.75_s1.25_rho1,3,1.0,1,385,0.22615961730480194,0.0,0.0,1.8628751039505005,0.0,0.0
n3_k1.5_b0.75_s1.25_rho1,3,1.0,2,193,0.22615961730480194,8.15634848549962e-09,1.1920928955078125e-07,1.8617076873779297,0.0012213598238304257,0.0030579566955566406
n3_k1.5_b0.75_s1.25_rho1,3,1.0,4,97,0.22615961730480194,7.287337844275044e-09,8.940696716308594e-08,1.8571360111236572,0.005740507040172815,0.01050710678100586
n3_k1.5_b0.75_s1.25_rho1,3,1.0,8,49,0.22615961730480194,9.765641628689536e-09,1.1920928955078125e-07,1.8418582677841187,0.021016817539930344,0.03757953643798828
n3_k1.5_b1.25_s0.75_rho0,3,0.0,1,385,0.3453833758831024,0.0,0.0,6.401302814483643,0.0,0.0
n3_k1.5_b1.25_s0.75_rho0,3,0.0,2,193,0.3453833758831024,2.5245334711598844e-08,2.384185791015625e-07,6.388908863067627,0.012723640538752079,0.04080963134765625
n3_k1.5_b1.25_s0.75_rho0,3,0.0,4,97,0.3453833758831024,2.4021481692670932e-08,2.086162567138672e-07,6.339094161987305,0.06247849017381668,0.20051193237304688
n3_k1.5_b1.25_s0.75_rho0,3,0.0,8,49,0.3453833758831024,2.3757307232585845e-08,1.7881393432617188e-07,6.147986888885498,0.2534867227077484,0.8232250213623047
n3_k1.5_b1.25_s0.75_rho0.25,3,0.25,1,385,0.30915945768356323,0.0,0.0,3.6456480026245117,0.0,0.0
n3_k1.5_b1.25_s0.75_rho0.25,3,0.25,2,193,0.30915945768356323,1.5094814287408553e-08,1.7881393432617188e-07,3.6415774822235107,0.004219612572342157,0.007737159729003906
n3_k1.5_b1.25_s0.75_rho0.25,3,0.25,4,97,0.30915945768356323,1.493772749938671e-08,1.7881393432617188e-07,3.625497817993164,0.02025686576962471,0.03786468505859375
n3_k1.5_b1.25_s0.75_rho0.25,3,0.25,8,49,0.30915945768356323,1.6527245350062003e-08,1.7881393432617188e-07,3.567239761352539,0.07849887758493423,0.15205955505371094
n3_k1.5_b1.25_s0.75_rho1,3,1.0,1,385,0.10537534207105637,0.0,0.0,1.2709547281265259,0.0,0.0
n3_k1.5_b1.25_s0.75_rho1,3,1.0,2,193,0.10537534207105637,1.5925718521714316e-09,4.470348358154297e-08,1.2704428434371948,0.0007082305382937193,0.0024220943450927734
n3_k1.5_b1.25_s0.75_rho1,3,1.0,4,97,0.10537534207105637,1.5642842576824023e-09,2.9802322387695312e-08,1.2680745124816895,0.0029898197390139103,0.006001830101013184
n3_k1.5_b1.25_s0.75_rho1,3,1.0,8,49,0.10537534207105637,1.9077701640668465e-09,2.9802322387695312e-08,1.261706829071045,0.009302868507802486,0.018758535385131836
n3_k1.5_b1.25_s1.25_rho0,3,0.0,1,385,0.5704336166381836,0.0,0.0,5.797739505767822,0.0,0.0
n3_k1.5_b1.25_s1.25_rho0,3,0.0,2,193,0.5704336166381836,2.9493374853473142e-08,4.76837158203125e-07,5.785358428955078,0.01242713164538145,0.034946441650390625
n3_k1.5_b1.25_s1.25_rho0,3,0.0,4,97,0.5704336166381836,2.9976945370435715e-08,4.76837158203125e-07,5.738190174102783,0.05957050621509552,0.1717853546142578
n3_k1.5_b1.25_s1.25_rho0,3,0.0,8,49,0.5704336166381836,3.07067793414717e-08,4.76837158203125e-07,5.558125019073486,0.23962515592575073,0.6980438232421875
n3_k1.5_b1.25_s1.25_rho0.25,3,0.25,1,385,0.40983107686042786,0.0,0.0,3.228142499923706,0.0,0.0
n3_k1.5_b1.25_s1.25_rho0.25,3,0.25,2,193,0.40983107686042786,1.677770633534692e-08,1.7881393432617188e-07,3.2242496013641357,0.003973671235144138,0.007574200630187988
n3_k1.5_b1.25_s1.25_rho0.25,3,0.25,4,97,0.40983107686042786,1.5540466691277288e-08,1.1920928955078125e-07,3.209552764892578,0.018608827143907547,0.032947540283203125
n3_k1.5_b1.25_s1.25_rho0.25,3,0.25,8,49,0.40983107686042786,1.775464220088452e-08,1.7881393432617188e-07,3.1563775539398193,0.07176516205072403,0.13080930709838867
n3_k1.5_b1.25_s1.25_rho1,3,1.0,1,385,0.1425303965806961,0.0,0.0,1.127246618270874,0.0,0.0
n3_k1.5_b1.25_s1.25_rho1,3,1.0,2,193,0.1425303965806961,3.9254257622189925e-09,8.940696716308594e-08,1.1267927885055542,0.0007138513610698283,0.0036370158195495605
n3_k1.5_b1.25_s1.25_rho1,3,1.0,4,97,0.1425303965806961,4.195709113474777e-09,8.940696716308594e-08,1.124498963356018,0.0028072462882846594,0.0065457820892333984
n3_k1.5_b1.25_s1.25_rho1,3,1.0,8,49,0.1425303965806961,4.003036124800019e-09,8.940696716308594e-08,1.1180169582366943,0.009230845607817173,0.019871115684509277
