atlas_index,vertex_count,edge_count,observable,spectrum_minimum,negative_coefficient_count,translation_kernel_psd
726,7,10,2^nullity,0,0,True
726,7,10,3^nullity,24,0,True
726,7,10,strict_maximum_indicator,0,0,True
727,7,10,2^nullity,0,0,True
727,7,10,3^nullity,12,0,True
727,7,10,strict_maximum_indicator,-4,224,False
728,7,10,2^nullity,0,0,True
728,7,10,3^nullity,18,0,True
728,7,10,strict_maximum_indicator,0,0,True
729,7,10,2^nullity,0,0,True
729,7,10,3^nullity,12,0,True
729,7,10,strict_maximum_indicator,-2,128,False
