fixture_id,p,q,tau_index,tau,minimal_crossing_number,projection_crossings,below_minimal_crossing,first_nonzero_mode,leading_mode_rank,effective_mode_count,normalized_clearance,spectral_dirichlet_energy,spectral_bending_energy,polygon_length,mean_curvature,maximum_curvature,geometric_bending_energy,median_edge_length,cpu_transfer_seconds
cinquefoil_2_5,2,5,7,0.0004101182834822349,5,5,False,2,2,31,2.622627348660307,15.93074901749139,737.0812815372749,19.932118391448835,1.2051172946203408,1.5115159250263575,35.34425378332616,0.03327932124089709,9.719999798107892e-05
cinquefoil_2_5,2,5,8,0.000518872498725741,5,5,False,2,2,31,2.6243195881650347,15.772368361074474,719.3662973860205,19.887165431605094,1.2075361087945442,1.5126862724884118,35.381761114273274,0.03332616199794517,9.080000018002465e-05
cinquefoil_2_5,2,5,9,0.0006564659045383825,5,5,False,2,2,29,2.6265923967213514,15.577370633050126,698.0292025643694,19.83115404781821,1.2105490700302153,1.5143264799069083,35.42753738849488,0.033383420752183667,9.509999654255807e-05
cinquefoil_2_5,2,5,10,0.0008305460105897448,5,5,False,2,2,28,2.6296815643232563,15.338817828386889,672.6141881854012,19.761610247956504,1.2142873454676377,1.5166219937199201,35.48284292015096,0.033452631731209555,0.00014969999756431207
cinquefoil_2_5,2,5,11,0.0010507882754270427,5,5,False,2,2,28,2.6339363005760084,15.049209903349952,642.7390911039874,19.67562856955132,1.2189027383244415,1.5200826970799193,35.54878268509866,0.033534984769836365,0.00011799999629147351
cinquefoil_2_5,2,5,12,0.0013294338732551514,5,5,False,2,2,27,2.639880024979521,14.700808587489146,608.1601785092064,19.56985275017457,1.2245660037144346,1.5251956490124223,35.62603340356246,0.03363079067129175,9.519999730400741e-05
cinquefoil_2_5,2,5,13,0.0016819700644641483,5,5,False,2,2,25,2.6483033278004475,14.286140314851815,568.8456793712251,19.44048117373453,1.2314613779648114,1.532186105059168,35.71440896352146,0.03373858165747498,9.699999645818025e-05
cinquefoil_2_5,2,5,14,0.0021279909852353904,5,5,False,2,2,25,2.6604015156538243,13.798690449582532,525.0473285981034,19.28330689687761,1.239774932688424,1.5412999318948573,35.81220194223756,0.03385370734046685,0.00010140000085812062
cinquefoil_2_5,2,5,15,0.0026922866993389413,5,5,False,2,2,23,2.6779664576372753,13.233766399959322,477.3540776560848,19.093801923767092,1.2496732967024586,1.5528433396897183,35.91522936827868,0.033966353062302654,9.390000195708126e-05
cinquefoil_2_5,2,5,16,0.003406221042160843,5,5,False,2,2,22,2.7036293491494092,12.589459017233061,426.7097063958716,18.867254555939144,1.26126799740951,1.5672744786510724,36.01551002067375,0.03405914733360281,9.860000136541203e-05
cinquefoil_2_5,2,5,17,0.004309474838213967,5,5,False,2,2,21,2.74112242254763,11.867579000979548,374.3788529571234,18.59896851617261,1.2745595089136454,1.5853973420315874,36.099520993997736,0.034105008086662954,9.680000221123919e-05
cinquefoil_2_5,2,5,18,0.005452251381025419,5,5,False,2,2,19,2.795485167582888,11.074404640375231,321.85521594553654,18.284536365166552,1.2893552300641646,1.6088041550084433,36.14605140061051,0.03406649167253101,0.00010029999975813553
cinquefoil_2_5,2,5,19,0.006898066757065406,5,5,False,2,2,18,2.8730924278415766,10.22106953086863,270.72005159170766,17.920213027475587,1.3051601722748438,1.6402634174916253,36.12385897219997,0.033898226532280605,9.440000576432794e-05
cinquefoil_2_5,2,5,20,0.008727280101304084,5,5,False,2,2,16,2.9813286946058133,9.323458989558706,222.4745347888478,17.503445115127775,1.321054705471386,1.6805076503797527,35.989793602188385,0.03355348559295497,9.999999747378752e-05
cinquefoil_2_5,2,5,21,0.011041559997749386,5,5,False,2,2,15,3.127671565071254,8.401568179668061,178.3809517240019,17.033660840735486,1.3356083129391727,1.731029873407888,35.68901049539714,0.03299450696358447,0.0001005000012810342
cinquefoil_2_5,2,5,22,0.013969535269720744,5,5,False,2,2,14,3.31792990879712,7.478364439915643,139.3510235569115,16.513469603495256,1.3469226283530413,1.7940104196071238,35.16017963531974,0.03220460852988392,0.00010299999848939478
cinquefoil_2_5,2,5,23,0.017673944233581942,5,5,False,2,2,13,3.553527791705322,6.578205482628425,105.91069269566538,15.95036362317147,1.35288858311081,1.8720211313259252,34.34813759677352,0.03119949112190073,9.380000119563192e-05
cinquefoil_2_5,2,5,24,0.022360679774997897,5,5,False,2,2,12,3.8280569100669473,5.724716646529656,78.2406515082655,15.358684818414634,1.3516058647650533,1.9679318476004686,33.22030723524632,0.030035188600153934,0.00010210000618826598
cinquefoil_2_5,2,5,25,0.02829023297753531,5,5,False,2,2,10,3.882312285143723,4.937874524735403,56.24178012115918,14.760990278903385,1.341768351512028,2.0843957570245717,31.77340247094858,0.02879871293374538,0.00016460000188089907
cinquefoil_2_5,2,5,26,0.03579217134615496,5,5,False,2,2,9,3.6282661572239334,4.230416152017584,39.55450505827662,14.187493363649253,1.323157387389414,2.2220229909208298,30.018127288337823,0.02761236991919662,0.00012419999984558672
cinquefoil_2_5,2,5,27,0.04528345633243088,5,5,False,2,2,9,3.3808530330077775,3.6048499169408137,27.533380944774095,13.672657114602993,1.300205915302748,2.373899343612945,27.953396188491457,0.026611931524497326,0.00010369999654358253
