fixture_id,p,q,tau,is_projection_fall_state,projection_crossings,inflation_level,scale_regime,cell_scale,occupied_tetrahedra,itinerary_transitions,unique_transition_pairs,occupied_type_simplex_classes,occupancy_entropy,maximum_cell_curvature_fraction,mean_cell_diameter,positive_space_form_force_mean_per_mv2,positive_space_form_force_max_per_mv2,negative_space_form_force_mean_per_mv2,negative_space_form_force_min_per_mv2,space_form_force_asymmetry_ratio,visited_defect_class_count,minimum_visited_bounded_relation_residual,median_visited_bounded_relation_residual,nonzero_projected_winding_count,nonzero_projected_winding_fraction,maximum_absolute_projected_winding,total_polygonal_turning,tangent_holonomy_angle
hopf_core_unknot,1,1,0.1,False,0,-2,microscopic,0.06875388202501892,197,197,197,46,5.005831060684747,0.02788411187818565,0.20871243605204381,2.4788388071814405,3.560722299385938,-2.377650650022866,-3.415370803925857,1.0425580423926457,46,0.00021040931345984198,0.0015499711582184208,77,0.3908629441624365,1,6.283185307179242,0.0
hopf_core_unknot,1,1,0.1,False,0,-1,microscopic,0.11124611797498106,129,129,129,35,4.538097203334662,0.05028291325236688,0.33300766750980976,1.5466330449899943,1.8027447072407718,-1.4834982630228515,-1.7291552450197556,1.0425580423926457,35,0.00021040931345984198,0.0015154609818577242,53,0.4108527131782946,1,6.283185307179242,0.0
hopf_core_unknot,1,1,0.1,False,0,0,mesoscopic,0.18,87,87,87,31,4.084636927582357,0.06261639716072198,0.5582294477127476,0.9198988831090782,1.1141575021137755,-0.8823478844381003,-1.0686767132473611,1.0425580423926457,31,0.00021040931346040742,0.0015844813345791177,55,0.632183908045977,1,6.283185307179242,0.0
hopf_core_unknot,1,1,0.1,False,0,1,macroscopic,0.29124611797498107,55,55,55,27,3.561848321021921,0.07920271291072462,0.840271284351741,0.6127565445173495,0.8405725116544346,-0.5877433385973293,-0.8062596780946036,1.0425580423926457,27,0.00021040931346040742,0.0015154609818577242,23,0.41818181818181815,1,6.283185307179242,0.0
hopf_core_unknot,1,1,0.1,False,0,2,macroscopic,0.47124611797498106,33,33,33,15,3.161118631617609,0.1359663904924107,1.423280016970935,0.3614458968769778,0.42557029698677845,-0.3466913900040214,-0.40819818147496595,1.0425580423926457,15,0.00021040931346040742,0.0010959239687638408,14,0.42424242424242425,1,6.283185307179242,0.0
hopf_core_unknot,1,1,0.5,False,0,-2,microscopic,0.06875388202501892,191,191,191,47,5.049946732538054,0.021016066571535257,0.20487064950050562,2.525189730574427,3.5607222993859358,-2.4221094921287807,-3.4153708039258546,1.0425580423926457,47,0.00021040931345984198,0.0015154609818577242,91,0.47643979057591623,1,6.283185307179501,0.0
hopf_core_unknot,1,1,0.5,False,0,-1,microscopic,0.11124611797498106,122,122,122,32,4.557976147898292,0.034907163309962096,0.3408712399097914,1.5114963397173236,1.8027447072407718,-1.4497958657999277,-1.7291552450197556,1.0425580423926457,32,0.00021040931345984198,0.0010959239687636994,55,0.45081967213114754,1,6.283185307179501,0.0
hopf_core_unknot,1,1,0.5,False,0,0,mesoscopic,0.18,86,86,86,31,4.104453967846267,0.05677172594931701,0.562277817028774,0.9143247697596291,1.1141575021137755,-0.8770013107963521,-1.0686767132473611,1.0425580423926457,31,0.00021040931346040742,0.0015154609818577242,47,0.5465116279069767,1,6.283185307179501,0.0
hopf_core_unknot,1,1,0.5,False,0,1,macroscopic,0.29124611797498107,55,56,56,27,3.629659986835155,0.08580425032626264,0.8586591600628122,0.601927912912302,0.8405725116544346,-0.5773567402836315,-0.8062596780946036,1.0425580423926457,27,0.00021040931346040742,0.0010959239687635583,26,0.4727272727272727,1,6.283185307179501,0.0
hopf_core_unknot,1,1,0.5,False,0,2,macroscopic,0.47124611797498106,33,33,33,15,3.2042751178472075,0.09553208503312748,1.4113835759115432,0.3642704089736307,0.42557029698677845,-0.34940060328692957,-0.40819818147496595,1.0425580423926457,15,0.00021040931346040742,0.0010959239687638408,18,0.5454545454545454,1,6.283185307179501,0.0
hopf_core_unknot,1,1,2.5,False,0,-2,microscopic,0.06875388202501892,199,199,199,47,5.082538551953181,0.025390623757404866,0.2052956880940932,2.527913488871511,3.5607222993859358,-2.424722064461764,-3.4153708039258546,1.0425580423926457,47,0.00021040931345984198,0.0015844813345791177,88,0.44221105527638194,1,6.2831853071801005,0.0
hopf_core_unknot,1,1,2.5,False,0,-1,microscopic,0.11124611797498106,129,129,129,32,4.613387099905357,0.025390622553250496,0.3391992583511093,1.5180833040611286,1.8027447072407718,-1.4561139450587937,-1.7291552450197556,1.042558042392646,32,0.00021040931346040742,0.0013056924753107825,64,0.49612403100775193,1,6.2831853071801005,0.0
hopf_core_unknot,1,1,2.5,False,0,0,mesoscopic,0.18,82,82,82,33,4.06151299451823,0.052734375645525626,0.5609293727931322,0.9174073964916968,1.1141575021137755,-0.8799581022714753,-1.0686767132473611,1.0425580423926457,33,0.00021040931345984198,0.0015154609818577242,49,0.5975609756097561,1,6.2831853071801005,0.0
hopf_core_unknot,1,1,2.5,False,0,1,macroscopic,0.29124611797498107,53,53,53,27,3.538447291518208,0.07421875933657729,0.8779302576001,0.5871706259512112,0.6885872051269943,-0.5632018574272073,-0.6604785317723925,1.0425580423926457,27,0.00021040931346040742,0.0010959239687638408,21,0.3962264150943396,1,6.2831853071801005,0.0
